Marca,Cor,Vendedor,Produto,Tags,Preço Original,Preço Pix,Preço Parcelado,Quantidade de Parcelas
Arezzo,Preto,Dafiti,Tênis Arezzo Urbano Texturizado Preta,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,99","R$ 281,99","R$ 299,99",5x
Jorge Bischoff,Marrom,Dafiti,Tênis Feminino Jorge Bischoff Cadarço Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 599,00","R$ 249,99","R$ 265,95",4x
Jorge Bischoff,Preto,Dafiti,Tênis Jorge Bischoff Recortes Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 649,00","R$ 299,99","R$ 319,14",5x
VIA UNO,Off-white,Dafiti,Tênis Feminino Via Uno Detalhe Perfurado...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 179,99","R$ 109,99","R$ 117,01",1x
Osklen,Preto,Dafiti,Tênis Feminino Osklen Cano Médio Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 597,00","R$ 299,99","R$ 319,14",5x
Jorge Bischoff,Marrom,Dafiti,Tênis Feminino Jorge Bischoff Slip On Ca...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 499,00","R$ 249,99","R$ 265,95",4x
Vans,Vermelho,Dafiti,Tênis Vans Authentic Vermelho,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 299,99","R$ 281,99","R$ 299,99",5x
Moleca,Rosa,Dafiti,Tênis Feminino Moleca Cadarço Rosa e Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 139,90","R$ 89,99","R$ 95,73",1x
Santa Lolla,Marrom,Dafiti,Tênis Feminino Santa Lolla Cano Baixo Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,90","R$ 154,99","R$ 164,88",2x
Bottero,Marrom,Dafiti,Bota Feminina Bottero Cano Alto Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 599,99","R$ 429,99","R$ 457,44",7x
VIA UNO,Marrom,Dafiti,Rasteira Feminina Via Uno Tiras Fechada Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,99","R$ 59,99","R$ 63,82",1x
Lança Perfume,Dourado,Dafiti,Rasteira Fechada Feminina Lança Perfume ...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 693,00","R$ 389,99","R$ 414,88",6x
Luiza Barcelos,Grafite,Dafiti,Sandália Feminina Luiza Barcelos Salto B...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 759,90","R$ 389,99","R$ 414,88",6x
Colcci,Rosa,Dafiti,Tênis Feminino Colcci Slip On Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 269,90","R$ 109,99","R$ 117,01",1x
Asics,Preto,Dafiti,Tênis Asics Japan S Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 499,99","R$ 249,99","R$ 265,95",4x
Anacapri,Cinza,Dafiti,Tênis Feminino Anacapri Cadarço Cinza,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 279,90","R$ 249,99","R$ 265,95",4x
VIA UNO,Marrom,Dafiti,Tênis VIA UNO Ponta Arredondada Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 129,99","R$ 69,99","R$ 74,46",1x
Moleca,Marrom,Dafiti,Tênis Feminino Moleca Casual Cano Baixo Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 169,90","R$ 119,99","R$ 127,65",2x
Usaflex,Preto,Dafiti,Tênis Feminino Usaflex Slip-On Pretp,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 319,99","R$ 129,99","R$ 138,29",2x
VIA UNO,Prata,Dafiti,Sandália Feminina VIA UNO Salto Flare Prata,"Calçados,Calçados Femininos,Tamanco","R$ 149,99","R$ 99,99","R$ 106,37",1x
Ramarim,Bege,Dafiti,Tênis Ramarim Recorte Suede Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 259,90","R$ 169,99","R$ 180,84",3x
Converse,Prata,Dafiti,Tênis Converse Chuck Taylor All Star Can...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 369,90",N/A,"R$ 369,90",6x
Jorge Bischoff,Bege,Dafiti,Tênis Feminino Jorge Bischoff Cadarço Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 569,00","R$ 239,99","R$ 255,31",4x
Osklen,Branco,Dafiti,Tênis Osklen Made In Brazil Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 447,00","R$ 209,99","R$ 223,39",3x
Bebecê,Marrom,Dafiti,Scarpin Feminino Bebecê Salto Quadrado B...,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 94,99","R$ 101,05",1x
Vizzano,Marrom,Dafiti,Scarpin Feminino Vizzano Salto Agulha Marrom,"Calçados,Calçados Femininos,Scarpin","R$ 179,90","R$ 119,99","R$ 127,65",2x
Arezzo,Marrom,Dafiti,Rasteira Feminina Arezzo Aplique Pedrarias Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 559,90","R$ 279,90","R$ 297,77",4x
Colcci,Caramelo,Dafiti,Rasteira Feminina Colcci Logo Caramelo,"Calçados,Calçados Femininos,Rasteirinhas","R$ 279,99","R$ 169,99","R$ 180,84",3x
Vizzano,Branco,Dafiti,Tênis Feminino Vizzano Detalhe Dourado Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 179,90","R$ 119,99","R$ 127,65",2x
Capodarte,Preto,Dafiti,Rasteira Feminina Capodarte Monograma Preta,"Calçados,Calçados Femininos,Papete","R$ 560,00","R$ 239,99","R$ 255,31",4x
Dakota,Caramelo,Dafiti,Sandália Feminina Dakota Plataforma Anab...,"Calçados,Calçados Femininos,Tamanco","R$ 219,99","R$ 129,99","R$ 138,29",2x
Arezzo,Preto,Dafiti,Bota Feminina Arezzo Cano Alto Couro Preta,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 799,90","R$ 751,90","R$ 799,89",10x
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Salto Fino Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Fino","R$ 159,99","R$ 119,99","R$ 127,65",2x
Mooncity,Preto,Dafiti,Bota Feminina Mooncity Cano Alto Preta,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 219,99","R$ 169,99","R$ 180,84",3x
Jorge Bischoff,Dourado,Dafiti,Sandália Feminina Jorge Bischoff Tiras M...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 549,00","R$ 249,99","R$ 265,95",4x
Via Mia,Laranja,Dafiti,Mocassim Via Mia Suede Laranja,"Calçados,Calçados Femininos,Mocassim","R$ 129,99","R$ 79,99","R$ 85,10",1x
Jorge Bischoff,Off-white,Dafiti,Tênis Jorge Bischoff Recorte Lezard Off-White,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 649,00","R$ 329,99","R$ 351,05",5x
Vizzano,Marrom,Dafiti,Sandália Vizzano Lisa Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,90","R$ 119,99","R$ 127,65",2x
Santa Lolla,Azul,Dafiti,Tênis Feminino Santa Lolla Logo SL Azul Claro,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,90","R$ 179,99","R$ 191,48",3x
VIA UNO,Dourado,Dafiti,Rasteira Feminina VIA UNO Adorno Dourada,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,99","R$ 74,99","R$ 79,78",1x
Via Marte,Off-white,Dafiti,Rasteira Feminina Via Marte Tiras Finas Off-White,"Calçados,Calçados Femininos,Rasteirinhas","R$ 159,99","R$ 89,99","R$ 95,73",1x
Beira Rio,Marrom,Dafiti,Sapatilha Feminina Beira Rio Mule Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 109,90","R$ 54,99","R$ 58,50",1x
Vans,Vinho,Dafiti,Tênis Feminino Vans Old Skool Detalhe Co...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 449,99","R$ 422,99","R$ 449,99",7x
DAFITI SHOES,Dourado,Dafiti,Rasteira Papete de Couro Coentruda Doura...,"Calçados,Calçados Femininos,Papete","R$ 419,99","R$ 259,99","R$ 276,59",4x
adidas Originals,Branco,Dafiti,Tênis adidas Originals Mega Ghostride Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 1.499,99","R$ 1.409,98","R$ 1.499,98",10x
Arezzo,Caramelo,Dafiti,Tênis Feminino Arezzo Cadarço Caramelo,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 399,90","R$ 375,90","R$ 399,89",6x
Beira Rio,Caramelo,Dafiti,Sandália Feminina Beira Rio Salto Bloco ...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,90","R$ 94,99","R$ 101,05",1x
Vizzano,Preto,Dafiti,Scarpin Feminino Vizzano Salto Fino Text...,"Calçados,Calçados Femininos,Scarpin","R$ 169,90","R$ 119,99","R$ 127,65",2x
Ramarim,Marrom,Dafiti,Bota Feminina Ramarim Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 299,99","R$ 199,99","R$ 212,76",3x
Lança Perfume,Preto,Dafiti,Tênis Feminino Lança Perfume Solado Cont...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 663,00","R$ 419,99","R$ 446,80",7x
VIA UNO,Branco,Dafiti,Rasteira Feminina Via Uno Tiras Metalizadas Branca,"Calçados,Calçados Femininos,Rasteirinhas","R$ 89,99","R$ 44,99","R$ 47,86",1x
Santa Lolla,Caramelo,Dafiti,Scarpin Feminino Santa Lolla Couro Salto...,"Calçados,Calçados Femininos,Scarpin","R$ 249,90","R$ 189,99","R$ 202,12",3x
Jorge Bischoff,Preto,Dafiti,Tênis Jorge Bischoff Recortes Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 599,00","R$ 209,99","R$ 223,39",3x
Anacapri,Marrom,Dafiti,Sandália Feminina Anacapri Tiras Entrela...,"Calçados,Calçados Femininos,Sandálias","R$ 259,90","R$ 199,99","R$ 212,76",3x
Moleca,Marrom,Dafiti,Sandália Feminina Moleca Anabela Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 129,90","R$ 89,99","R$ 95,73",1x
Beira Rio,Preto,Dafiti,Rasteira Feminina Beira Rio Tira Larga D...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 89,90","R$ 39,99","R$ 42,54",1x
Lança Perfume,Marrom,Dafiti,Bota Feminina Lança Perfume Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 793,00","R$ 549,99","R$ 585,10",9x
Arezzo,Marrom,Dafiti,Rasteira Feminina Arezzo Tiras Cruzadas Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 339,90","R$ 319,50","R$ 339,89",5x
Beira Rio,Preto,Dafiti,Sandália Feminina Beira Rio Salto Baixo Preta,"Calçados,Calçados Femininos,Sandálias","R$ 139,90","R$ 59,99","R$ 63,82",1x
Lança Perfume,Preto,Dafiti,Scarpin Slingback Feminino Lança Perfume...,"Calçados,Calçados Femininos,Scarpin","R$ 497,00","R$ 434,99","R$ 462,76",7x
Moleca,Marrom,Dafiti,Sapatilha Feminina Moleca Laço Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 59,90","R$ 43,99","R$ 46,80",1x
Melissa,Preto,Dafiti,Bota Feminina Melissa Cano Médio Salto B...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 419,90","R$ 394,70","R$ 419,89",7x
Modare,Preto,Dafiti,Sandália Feminina Modare Salto Anabela Preta,"Calçados,Calçados Femininos,Tamanco","R$ 169,99","R$ 99,99","R$ 106,37",1x
Jorge Bischoff,Rosa,Dafiti,Sapatilha Jorge Bischoff Lisa Rosa,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 549,00","R$ 169,99","R$ 180,84",3x
Moleca,Preto,Dafiti,Rasteira Feminina Moleca Tiras Cruzadas Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 89,90","R$ 44,99","R$ 47,86",1x
Anacapri,Azul Marinho,Dafiti,Tênis Anacapri Recorte Lateral Azul-Marinho,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 189,99","R$ 89,99","R$ 95,73",1x
Arezzo,Marrom,Dafiti,Rasteira Feminina Arezzo Tira Larga Fivela Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 299,90","R$ 239,99","R$ 255,31",4x
adidas Originals,Marrom,Dafiti,Tênis Feminino Adidas Originals Samba Og W Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 899,99","R$ 845,98","R$ 899,98",10x
Dakota,Rosa,Dafiti,Tênis Feminino Dakota Suede Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 249,99","R$ 129,99","R$ 138,29",2x
Dakota,Rosa,Dafiti,Sandália Feminina Dakota Trançada Rosa,"Calçados,Calçados Femininos,Sandálias","R$ 200,00","R$ 99,99","R$ 106,37",1x
Fila,Vermelho,Dafiti,Tênis Feminino Fila Striker Vermelho,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 399,99","R$ 269,99","R$ 287,22",4x
New Balance,Rosa,Dafiti,Tênis Feminino New Balance Infinion 1080 V15 Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 1.299,99","R$ 1.221,98","R$ 1.299,98",10x
Santa Lolla,Marrom,Dafiti,Sandália Feminina Santa Lolla Salto Médio Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Fino","R$ 199,90","R$ 139,99","R$ 148,93",2x
Modare,Nude,Dafiti,Scarpin Feminino Modare Bico Fino Nude,"Calçados,Calçados Femininos,Scarpin","R$ 139,99","R$ 104,99","R$ 111,69",1x
Lança Perfume,Marrom,Dafiti,Sandália Feminina Lança Perfume Tachas S...,"Calçados,Calçados Femininos,Sandálias","R$ 483,00","R$ 229,99","R$ 244,67",4x
Jorge Bischoff,Bege,Dafiti,Tênis Feminino Jorge Bischoff Design Moderno Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 599,00","R$ 289,99","R$ 308,50",5x
Dakota,Branco,Dafiti,Rasteira Feminina Dakota Detalhe Floral Branca,"Calçados,Calçados Femininos,Rasteirinhas","R$ 159,99","R$ 109,99","R$ 117,01",1x
Bebecê,Vinho,Dafiti,Bota Feminina Bebecê Cano Baixo Salto Qu...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 199,90","R$ 139,99","R$ 148,93",2x
Jorge Bischoff,Prata,Dafiti,Tênis Jorge Bischoff Metalizado Prata,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 649,00","R$ 329,99","R$ 351,05",5x
Anacapri,Marrom,Dafiti,Rasteira Feminina Anacapri Tiras Couro Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 199,90","R$ 149,99","R$ 159,56",2x
Bottero,Branco,Dafiti,Sandália Feminina Bottero Salto Anabela ...,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 289,99","R$ 219,99","R$ 234,03",3x
Jorge Bischoff,Marrom,Dafiti,Tênis Masculino Jorge Bischoff Cano Baixo Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 699,00","R$ 359,99","R$ 382,97",6x
Usaflex,Marrom,Dafiti,Rasteira Feminina Usaflex Detalhe Metálico Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 199,99","R$ 109,99","R$ 117,01",1x
Modare,Marrom,Dafiti,Mocassim Feminino Modare Texturizado Marrom,"Calçados,Calçados Femininos,Mocassim","R$ 139,90","R$ 89,99","R$ 95,73",1x
Modare,Marrom,Dafiti,Bota Feminina Modare Cano Baixo Salto Bl...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 249,90","R$ 169,99","R$ 180,84",3x
Colcci,Verde,Dafiti,Tênis Feminino Colcci Knit Verde,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 239,99","R$ 174,99","R$ 186,16",3x
Santa Lolla,Bege,Dafiti,Tênis Santa Lolla Recorte Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,90","R$ 129,99","R$ 138,29",2x
Vizzano,Branco,Dafiti,Tênis Feminino Vizzano Sola 3cm Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,90","R$ 139,99","R$ 148,93",2x
Anacapri,Branco,Dafiti,Tênis Anacapri Recortes Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 269,99","R$ 219,99","R$ 234,03",3x
Jorge Bischoff,Off-white,Dafiti,Sapatilha Feminina Jorge Bischoff Recort...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 449,00","R$ 229,99","R$ 244,67",4x
Ramarim,Bege,Dafiti,Tênis Feminino Ramarim Bico Arredondado Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 289,90","R$ 209,99","R$ 223,39",3x
Modare,Preto,Dafiti,Mocassim Feminino Modare Detalhe Metal Preto,"Calçados,Calçados Femininos,Mocassim","R$ 149,90","R$ 104,99","R$ 111,69",1x
Asics,Azul,Dafiti,Tênis Feminino Asics Japan S Camurça Azul,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 499,99","R$ 374,99","R$ 398,93",6x
Bottero,Marrom,Dafiti,Sandália Feminina Bottero Salto Anabela Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 309,99","R$ 229,99","R$ 244,67",4x
Luiza Barcelos,Preto,Dafiti,Scarpin Feminino Luiza Barcelos Salto Alto Preto,"Calçados,Calçados Femininos,Scarpin","R$ 599,90","R$ 563,90","R$ 599,89",10x
VIA UNO,Bege,Dafiti,Rasteira Feminina VIA UNO Tira Larga Bege,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,99","R$ 94,99","R$ 101,05",1x
Santa Lolla,Marrom,Dafiti,Tênis Feminino Santa Lolla Cano Baixo Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,90","R$ 179,99","R$ 191,48",3x
Beira Rio,Preto,Dafiti,Sapatilha Feminina Beira Rio Texturizada Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 109,90","R$ 44,99","R$ 47,86",1x
Beira Rio,Caramelo,Dafiti,Sandália Feminina Beira Rio Salto Bloco Caramelo,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 139,99","R$ 89,99","R$ 95,73",1x
Moleca,Marrom,Dafiti,Tênis Feminino Moleca Texturizado Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 99,90","R$ 69,99","R$ 74,46",1x
Mississipi,Marrom,Dafiti,Bota Feminina Mississipi Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 179,99","R$ 109,99","R$ 117,01",1x
Modare,Bege,Dafiti,Sapatilha Feminina Modare Ponteira Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 119,90","R$ 79,99","R$ 85,10",1x
Bottero,Marrom,Dafiti,Sandália Feminina Bottero Salto Anabela ...,"Calçados,Calçados Femininos,Sandálias","R$ 309,99","R$ 179,99","R$ 191,48",3x
Luiza Barcelos,Caramelo,Dafiti,Bota Biker Luiza Barcelos Tachas Caramelo,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 1.299,90","R$ 489,99","R$ 521,27",8x
Loucos e Santos,Marrom,Dafiti,Tênis Feminino Loucos e Santos Couro Tex...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 489,00","R$ 259,99","R$ 276,59",4x
Vizzano,Caramelo,Dafiti,Tênis Feminino Vizzano Cadarço Caramelo,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,99","R$ 159,99","R$ 170,20",2x
Vizzano,Marrom,Dafiti,Bota Feminina Vizzano Cano Curto Salto Q...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 269,90","R$ 184,99","R$ 196,80",3x
Luiza Barcelos,Marrom,Dafiti,Mule Feminino Luiza Barcelos Detalhe Met...,"Calçados,Calçados Femininos,Mocassim","R$ 699,90","R$ 657,90","R$ 699,89",10x
Bottero,Marrom,Dafiti,Sandália Feminina Bottero Anabela Tiras ...,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 269,99","R$ 189,99","R$ 202,12",3x
adidas Originals,Branco,Dafiti,Tênis adidas Originals Adistar Control Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 699,99","R$ 657,98","R$ 699,98",10x
Mississipi,Marrom,Dafiti,Bota Feminina Mississipi Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 249,99","R$ 129,99","R$ 138,29",2x
Dakota,Nude,Dafiti,Tênis Dad Sneaker Chunky Dakota Recortes Nude,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,99","R$ 139,99","R$ 148,93",2x
Jorge Bischoff,Azul Marinho,Dafiti,Sapatilha Feminina Jorge Bischoff Ponta ...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 499,00","R$ 249,99","R$ 265,95",4x
Vizzano,Preto,Dafiti,Rasteira Flat Vizzano Aplicação Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,90","R$ 64,99","R$ 69,14",1x
Bottero,Nude,Dafiti,Sapatilha Feminina Bottero Laço Nude,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 179,99","R$ 161,99","R$ 172,33",2x
Colcci,Off-white,Dafiti,Rasteira Feminina Colcci Duas Tiras Logo Off-White,"Calçados,Calçados Femininos,Rasteirinhas","R$ 289,99","R$ 149,99","R$ 159,56",2x
Dakota,Off-white,Dafiti,Rasteira Feminina Dakota Pedraria Off-Wh...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 149,99","R$ 79,99","R$ 85,10",1x
DAFITI SHOES,Vinho,Dafiti,Rasteira Papete de Couro Coentruda Vinho...,"Calçados,Calçados Femininos,Papete","R$ 419,99","R$ 259,99","R$ 276,59",4x
Vizzano,Marrom,Dafiti,Sandália Feminina Vizzano Salto Bloco Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 159,99","R$ 109,99","R$ 117,01",1x
Santa Lolla,Bege,Dafiti,Tênis Feminino Santa Lolla Couro Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,90","R$ 179,99","R$ 191,48",3x
Ramarim,Preto,Dafiti,Tamanco Ramarim Tiras Preto,"Calçados,Calçados Femininos,Tamanco","R$ 159,90","R$ 64,99","R$ 69,14",1x
Santa Lolla,Preto,Dafiti,Scarpin Feminino Santa Lolla Amarração S...,"Calçados,Calçados Femininos,Scarpin","R$ 249,90","R$ 159,99","R$ 170,20",2x
Mississipi,Marrom,Dafiti,Bota Feminina Mississipi Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 249,99","R$ 134,99","R$ 143,61",2x
Jorge Bischoff,Bege,Dafiti,Tênis Feminino Jorge Bischoff Texturizado Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 499,00","R$ 249,99","R$ 265,95",4x
Anacapri,Bege,Dafiti,Tênis Feminino Anacapri Detalhe Laranja Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,90","R$ 209,99","R$ 223,39",3x
Jorge Bischoff,Rosa,Dafiti,Sandália Feminina Jorge Bischoff Salto B...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 649,00","R$ 239,99","R$ 255,31",4x
Moleca,Off-white,Dafiti,Sapatilha Feminina Moleca Laço Off-White,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 69,90","R$ 44,99","R$ 47,86",1x
Anacapri,Off-white,Dafiti,Tênis Feminino Anacapri Detalhes Dourado...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 219,90","R$ 149,99","R$ 159,56",2x
Anacapri,Vinho,Dafiti,Tênis Feminino ANACAPRI Cano Baixo Vinho,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 269,90","R$ 209,99","R$ 223,39",3x
Bottero,Branco,Dafiti,Sandália Feminina Bottero Salto Anabela ...,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 329,99","R$ 199,99","R$ 212,76",3x
Luiza Barcelos,Marrom,Dafiti,Rasteira Feminina Luiza Barcelos Detalhes Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 759,90","R$ 459,99","R$ 489,35",8x
Bebecê,Bege,Dafiti,Scarpin Feminino Bebecê Salto Baixo Taça...,"Calçados,Calçados Femininos,Scarpin","R$ 119,99","R$ 94,99","R$ 101,05",1x
Luiza Barcelos,Dourado,Dafiti,Sandália Feminina Luiza Barcelos Tiras M...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 799,90","R$ 549,99","R$ 585,10",9x
Santa Lolla,Marrom,Dafiti,Rasteira Feminina Santa Lolla Tira Drapeada Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 149,90","R$ 99,99","R$ 106,37",1x
Arezzo,Preto,Dafiti,Tênis Arezzo Slip-On Elástico Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 249,99","R$ 234,99","R$ 249,99",4x
Bebecê,Bege,Dafiti,Scarpin Feminino Bebecê Slingback Textur...,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 99,99","R$ 106,37",1x
Modare,Caramelo,Dafiti,Rasteira Fechada Feminina Modare Ilhós Caramelo,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,99","R$ 64,99","R$ 69,14",1x
Santa Lolla,Marrom,Dafiti,Bota Feminina Santa Lolla Cano Alto Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 499,90","R$ 379,99","R$ 404,24",6x
Beira Rio,Preto,Dafiti,Rasteira Aberta Beira Rio Tachas Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 79,90","R$ 34,99","R$ 37,22",1x
Jorge Bischoff,Dourado,Dafiti,Tênis Jorge Bischoff Metalizado Dourada,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 599,00","R$ 239,99","R$ 255,31",4x
Beira Rio,Nude,Dafiti,Sandália Anabela Beira Rio Aplicação Nude,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 169,99","R$ 89,99","R$ 95,73",1x
Melissa,Branco,Dafiti,Rasteira Melissa Mar M-Lover Branca,"Calçados,Calçados Femininos,Rasteirinhas","R$ 179,90","R$ 169,10","R$ 179,89",3x
Capodarte,Caramelo,Dafiti,Sapatilha Feminina Capodarte Bico Redondo Caramelo,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 450,00","R$ 329,99","R$ 351,05",5x
Santa Lolla,Branco,Dafiti,Tênis Santa Lolla Recortes Branca,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 249,90","R$ 139,99","R$ 148,93",2x
Vans,Preto,Dafiti,Tênis Unissex Vans Slip On Classic Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 299,99","R$ 281,99","R$ 299,99",5x
